player_name,college
Eldridge Recasner,Washington
Doug Christie,Pepperdine
Charles O'Bannon,UCLA
Anfernee Hardaway,Memphis
Cedric Henderson,Memphis
Tony Delk,Kentucky
Tony Battie,Texas Tech
Toni Kukoc,None
Tom Hammonds,Georgia Tech
Tom Gugliotta,North Carolina State
Todd Fuller,North Carolina State
Toby Bailey,UCLA
Tim Thomas,Villanova
Tim Legler,La Salle
Tim Hardaway,Texas-El Paso
Tim Duncan,Wake Forest
Tony Massenburg,Maryland
A.C. Green,Oregon State
Aaron Williams,Xavier
Adam Keefe,Stanford
Adonal Foyle,Colgate
Adonis Jordan,Kansas
Al Harrington,None
Alan Henderson,Indiana
Allan Houston,Tennessee
Allen Iverson,Georgetown
Alonzo Mourning,Georgetown
Alvin Sims,Louisville
Alvin Williams,Villanova
Aaron McKie,Temple
Andrae Patterson,Indiana
Tracy McGrady,None
Travis Best,Georgia Tech
Zydrunas Ilgauskas,None
Willie Burton,Minnesota
William Cunningham,Temple
Will Perdue,Vanderbilt
Wesley Person,Auburn
Walter McCarty,Kentucky
Walt Williams,Maryland
Voshon Lenard,Minnesota
Vladimir Stepania,None
Vlade Divac,None
Vitaly Potapenko,Wright State
Tracy Murray,UCLA
Vinny Del Negro,North Carolina State
Vin Baker,Hartford
Vernon Maxwell,Florida
Tyson Wheeler,Rhode Island
Tyronn Lue,Nebraska
Tyrone Nesby,Nevada-Las Vegas
Tyrone Hill,Xavier
Tyrone Corbin,DePaul
Troy Hudson,Southern Illinois
Trevor Winter,Minnesota
Travis Williams,South Carolina State
Travis Knight,Connecticut
Vince Carter,North Carolina
Charles Barkley,Auburn
Andrew DeClercq,Florida
Andrew Lang,Arkansas
Bob Sura,Florida State
Bobby Jackson,Minnesota
Bobby Phills,Southern
Bonzi Wells,Ball State
Brad Miller,Purdue
Brandon Williams,Davidson
Brent Barry,Oregon State
Brent Price,Oklahoma
Brevin Knight,Stanford
Brian Evans,Indiana
Brian Grant,Xavier
Bo Outlaw,Houston
Brian Shaw,California-Santa Barbara
Bruce Bowen,Cal State-Fullerton
Bruno Sundov,None
Bryant Reeves,Oklahoma State
Bryant Stith,Virginia
Bryce Drew,Valparaiso
Bryon Russell,Long Beach State
Calbert Cheaney,Indiana
Carl Herrera,Houston
Carlos Rogers,Tennessee State
Casey Shaw,Toledo
Cedric Ceballos,Cal State-Fullerton
Brian Skinner,Baylor
Andrew Gaze,Seton Hall
Blue Edwards,East Carolina
Bimbo Coles,Virginia Tech
Grant Hill,Duke
Antawn Jamison,North Carolina
Anthony Avent,Seton Hall
Anthony Johnson,College of Charleston
Anthony Miller,Michigan State
Anthony Parker,Bradley
Anthony Peeler,Missouri
Antoine Carr,Wichita State
Antoine Walker,Kentucky
Antonio Daniels,Bowling Green
Antonio Davis,Texas-El Paso
Bison Dele,Arizona
Antonio Lang,Duke
Armen Gilliam,Nevada-Las Vegas
Arvydas Sabonis,None
Austin Croshere,Providence
Avery Johnson,Southern
B.J. Armstrong,Iowa
Ben Davis,Arizona
Ben Wallace,Virginia Union
Benoit Benjamin,Creighton
Bill Curley,Boston College
Bill Wennington,St. John's (NY)
Billy Owens,Syracuse
Antonio McDyess,Alabama
Grant Long,Eastern Michigan
Greg Minor,Louisville
Greg Foster,Texas-El Paso
Pat Garrity,Notre Dame
Patrick Ewing,Georgetown
Paul Grant,Wisconsin
Paul Pierce,Kansas
Peja Stojakovic,None
Pete Chilcutt,North Carolina
Peter Aluma,Liberty
Pooh Richardson,UCLA
Popeye Jones,Murray State
Raef LaFrentz,Kansas
Randell Jackson,Florida State
Randy Brown,New Mexico State
Randy Livingston,Louisiana State
Rashard Lewis,None
Rasheed Wallace,North Carolina
Rasho Nesterovic,None
Ray Allen,Connecticut
Reggie Jordan,New Mexico State
Reggie Miller,UCLA
Reggie Slater,Wyoming
Rex Chapman,Kentucky
Greg Anthony,Nevada-Las Vegas
Rick Brunson,Temple
P.J. Brown,Louisiana Tech
Otis Thorpe,Providence
Othella Harrington,Georgetown
Oliver Miller,Arkansas
Maurice Taylor,Michigan
Michael Curry,Georgia Southern
Michael Dickerson,Arizona
Michael Doleac,Utah
Michael Finley,Wisconsin
Michael Hawkins,Xavier
Michael Olowokandi,Pacific
Michael Smith,Providence
Michael Stewart,California
Micheal Williams,Baylor
Mike Bibby,Arizona
Rick Fox,North Carolina
Mikki Moore,Nebraska
Mitch Richmond,Kansas State
Mitchell Butler,UCLA
Monty Williams,Notre Dame
Moochie Norris,West Florida
Mookie Blaylock,Oklahoma
Muggsy Bogues,Wake Forest
Nazr Mohammed,Kentucky
Negele Knight,Dayton
Nick Anderson,Illinois
Nick Van Exel,Cincinnati
Olden Polynice,Virginia
Miles Simon,Arizona
Matt Maloney,Pennsylvania
Rick Mahorn,Hampton
Rik Smits,Marist
Shaquille O'Neal,Louisiana State
Shareef Abdur-Rahim,California
Shawn Bradley,Brigham Young
Shawn Kemp,Trinity Valley Community College
Shawn Respert,Michigan State
Sherman Douglas,Syracuse
Stacey Augmon,Nevada-Las Vegas
Stanley Roberts,Louisiana State
Stephon Marbury,Georgia Tech
Steve Henson,Kansas State
Steve Kerr,Arizona
Steve Nash,Santa Clara
Steven Smith,Michigan State
Stojko Vrankovic,None
Tariq Abdul-Wahad,San Jose State
Terrell Brandon,Oregon
Terry Cummings,DePaul
Terry Davis,Virginia Union
Terry Dehere,Seton Hall
Terry Mills,Michigan
Thurl Bailey,North Carolina State
Theo Ratliff,Wyoming
Terry Porter,Wisconsin-Stevens Point
Shandon Anderson,Georgia
Shammond Williams,North Carolina
Sean Rooks,Arizona
Sean Marks,California
Robert Horry,Alabama
Robert Pack,Southern California
Robert Traylor,Michigan
Rod Strickland,DePaul
Rodney Rogers,Wake Forest
Rodrick Rhodes,Southern California
Ron Harper,Miami (OH)
Ron Mercer,Kentucky
Rony Seikaly,Syracuse
Roshown McLeod,Duke
Ruben Patterson,Cincinnati
Ricky Davis,Iowa
Rusty LaRue,Wake Forest
Sam Cassell,Florida State
Sam Jacobson,Minnesota
Sam Mack,Houston
Sam Mitchell,Mercer
Sam Perkins,North Carolina
Samaki Walker,Louisville
Scot Pollard,Kansas
Scott Burrell,Connecticut
Scott Williams,North Carolina
Scottie Pippen,Central Arkansas
Sean Elliott,Arizona
Ryan Stack,South Carolina
Matt Harpring,Georgia Tech
Rex Walters,Kansas
Matt Bullard,Iowa
Jeff Hornacek,Iowa State
Jeff McInnis,North Carolina
Jeff Sheppard,Kentucky
Jelani McCoy,UCLA
Jerald Honeycutt,Tulane
Jermaine O'Neal,None
Jerome James,Florida A&M
Jerome Kersey,Longwood
Jerome Williams,Georgetown
Jerry Stackhouse,North Carolina
Matt Geiger,Georgia Tech
Jim Jackson,Ohio State
Jim McIlvaine,Marquette
Jimmy Oliver,Purdue
Joe Dumars,McNeese State
Joe Kleine,Arkansas
Joe Smith,Maryland
Joe Wolf,North Carolina
John Coker,Boise State
John Crotty,Virginia
John Starks,Oklahoma State
John Stockton,Gonzaga
John Thomas,Minnesota
Jayson Williams,St. John's (NY)
Jason Williams,Florida
Jason Sasser,Texas Tech
Jason Kidd,California
Greg Ostertag,Kansas
Hakeem Olajuwon,Houston
Harvey Grant,Oklahoma
Haywoode Workman,Oral Roberts
Herb Williams,Ohio State
Hersey Hawkins,Bradley
Horace Grant,Clemson
Hot Rod Williams,Tulane
Howard Eisley,Boston College
Hubert Davis,North Carolina
Ike Austin,Arizona State
John Wallace,Syracuse
Isaiah Rider,Nevada-Las Vegas
J.R. Reid,North Carolina
Jacque Vaughn,Kansas
Jahidi White,Georgetown
Jalen Rose,Michigan
Jamal Mashburn,Kentucky
James Cotton,Long Beach State
James Robinson,Alabama
Jamie Feick,Michigan State
Jamie Watson,South Carolina
Jaren Jackson,Georgetown
Jason Caffey,Alabama
J.R. Henderson,UCLA
Johnny Newman,Richmond
Jonathan Kerner,East Carolina
Jon Barry,Georgia Tech
Malik Sealy,St. John's (NY)
Malik Rose,Drexel
Lucious Harris,Long Beach State
Luc Longley,New Mexico
Loy Vaught,Michigan
Lorenzen Wright,Memphis
Loren Meyer,Iowa State
Litterial Green,Georgia
Lindsey Hunter,Jackson State
Lee Mayberry,Arkansas
Lawrence Funderburke,Ohio State
Marcus Camby,Massachusetts
Latrell Sprewell,Alabama
Lamond Murray,California
LaPhonso Ellis,Notre Dame
Kurt Thomas,Texas Christian
Kornel David,None
Korleone Young,None
Kobe Bryant,None
Kevin Garnett,None
Khalid Reeves,Arizona
Kevin Willis,Michigan State
Kevin Ollie,Connecticut
Johnny Taylor,Tennessee-Chattanooga
Larry Hughes,Saint Louis
Mario Bennett,Arizona State
Larry Johnson,Nevada-Las Vegas
Mark Baker,Ohio State
Jud Buechler,Arizona
Mario Elie,American International
Juwan Howard,Michigan
Karl Malone,Louisiana Tech
Keith Askins,Alabama
Keith Booth,Maryland
Keith Closs,Central Connecticut State
Keith Van Horn,Utah
Kelvin Cato,Iowa State
Kendall Gill,Illinois
Kenny Anderson,Georgia Tech
Keon Clark,Nevada-Las Vegas
Kelly McCarty,Southern Mississippi
Mark Pope,Kentucky
Mark Bryant,Seton Hall
Marty Conlon,Providence
Marlon Garnett,Santa Clara
Marko Milic,None
Mark Davis,Texas Tech
Mark West,Old Dominion
Mark Strickland,Temple
Mark Macon,Temple
Mark Jackson,St. John's (NY)
Mark Hendrickson,Washington State
Kerry Kittles,Villanova
Michael Stewart,California
Michael Curry,Georgia Southern
Mike Bibby,Arizona
Mikki Moore,Nebraska
Michael Smith,Providence
Michael Ruffin,Tulsa
Michael Dickerson,Arizona
Michael Hawkins,Xavier
Michael Finley,Wisconsin
Michael Doleac,Utah
Milt Palacio,Colorado State
Michael Cage,San Diego State
Michael Olowokandi,Pacific
Mirsad Turkcan,None
Othella Harrington,Georgetown
Monty Williams,Notre Dame
Moochie Norris,West Florida
Mookie Blaylock,Oklahoma
Muggsy Bogues,Wake Forest
Nazr Mohammed,Kentucky
Nick Anderson,Illinois
Nick Van Exel,Cincinnati
Obinna Ekezie,Maryland
Olden Polynice,Virginia
Oliver Miller,Arkansas
Otis Thorpe,Providence
P.J. Brown,Louisiana Tech
Metta World Peace,St. John's (NY)
Jerome Williams,Georgetown
Mitch Richmond,Kansas State
Maurice Taylor,Michigan
Mark Jackson,St. John's (NY)
Matt Harpring,Georgia Tech
Jud Buechler,Arizona
Jumaine Jones,Georgia
Juwan Howard,Michigan
Karl Malone,Louisiana Tech
Keith Closs,Central Connecticut State
Keith Van Horn,Utah
Jonathan Bender,None
Kelvin Cato,Iowa State
Kenny Anderson,Georgia Tech
Kenny Thomas,New Mexico
Keon Clark,Nevada-Las Vegas
Kerry Kittles,Villanova
Kevin Garnett,None
Kevin Johnson,California
Kendall Gill,Illinois
Kevin Ollie,Connecticut
Jon Barry,Georgia Tech
Johnny Newman,Richmond
Jerry Stackhouse,North Carolina
Jim Jackson,Ohio State
Jim McIlvaine,Marquette
Joe Kleine,Arkansas
Joe Smith,Maryland
Joe Stephens,Arkansas-Little Rock
Johnny Taylor,Tennessee-Chattanooga
John Amaechi,Penn State
John Crotty,Virginia
John Salley,Georgia Tech
John Starks,Oklahoma State
John Stockton,Gonzaga
John Thomas,Minnesota
John Wallace,Syracuse
John Celestand,Villanova
Matt Maloney,Pennsylvania
Kevin Willis,Michigan State
Kiwane Garris,Illinois
Malik Rose,Drexel
Malik Sealy,St. John's (NY)
Marcus Brown,Murray State
Marcus Camby,Massachusetts
Mario Bennett,Arizona State
Mario Elie,American International
Lucious Harris,Long Beach State
Mark Bryant,Seton Hall
Mark Hendrickson,Washington State
Mark Strickland,Temple
Mark West,Old Dominion
Marty Conlon,Providence
Matt Bullard,Iowa
Matt Geiger,Georgia Tech
Mark Davis,Texas Tech
Khalid Reeves,Arizona
Luc Longley,New Mexico
Lorenzo Williams,Stetson
Kornel David,None
Kurt Thomas,Texas Christian
LaPhonso Ellis,Notre Dame
Lamar Odom,Rhode Island
Lamond Murray,California
Lari Ketner,Massachusetts
Loy Vaught,Michigan
Laron Profit,Maryland
Larry Johnson,Nevada-Las Vegas
Latrell Sprewell,Alabama
Lawrence Funderburke,Ohio State
Lazaro Borrell,None
Lindsey Hunter,Jackson State
Lorenzen Wright,Memphis
Larry Hughes,Saint Louis
Kobe Bryant,None
Jermaine Jackson,Detroit Mercy
Patrick Ewing,Georgetown
Tony Battie,Texas Tech
Toni Kukoc,None
Tom Hammonds,Georgia Tech
Tom Gugliotta,North Carolina State
Todd Fuller,North Carolina State
Todd Day,Arkansas
Toby Bailey,UCLA
Tim Young,Stanford
Tim Thomas,Villanova
Tim Legler,La Salle
Tim James,Miami (FL)
Tim Hardaway,Texas-El Paso
Tim Duncan,Wake Forest
Thomas Hamilton,Pittsburgh
Theo Ratliff,Wyoming
Terry Porter,Wisconsin-Stevens Point
Terry Mills,Michigan
Terry Cummings,DePaul
Terrell Brandon,Oregon
Tariq Abdul-Wahad,San Jose State
Steven Smith,Michigan State
Steve Nash,Santa Clara
Steve Kerr,Arizona
Steve Francis,Maryland
Stephon Marbury,Georgia Tech
Stanley Roberts,Louisiana State
Stacey Augmon,Nevada-Las Vegas
Tony Delk,Kentucky
Sherman Douglas,Syracuse
Tony Farmer,Nebraska
Tracy McGrady,None
Jerome Kersey,Longwood
Zan Tabak,None
William Avery,Duke
Will Perdue,Vanderbilt
Wesley Person,Auburn
Wayne Turner,Kentucky
Walter McCarty,Kentucky
Walt Williams,Maryland
Wally Szczerbiak,Miami (OH)
Voshon Lenard,Minnesota
Vonteego Cummings,Pittsburgh
Vladimir Stepania,None
Vlade Divac,None
Vitaly Potapenko,Wright State
Vinny Del Negro,North Carolina State
Vince Carter,North Carolina
Vin Baker,Hartford
Vernon Maxwell,Florida
Tyronn Lue,Nebraska
Tyrone Nesby,Nevada-Las Vegas
Tyrone Hill,Xavier
Tyrone Corbin,DePaul
Troy Hudson,Southern Illinois
Travis Knight,Connecticut
Travis Best,Georgia Tech
Trajan Langdon,Duke
Tracy Murray,UCLA
Tony Massenburg,Maryland
Shawn Marion,Nevada-Las Vegas
Shawn Kemp,Trinity Valley Community College
Shawn Bradley,Brigham Young
Robert Pack,Southern California
Robert Horry,Alabama
Rik Smits,Marist
Ricky Davis,Iowa
Rick Hughes,Thomas More
Rick Fox,North Carolina
Rick Brunson,Temple
Richard Hamilton,Connecticut
Rex Walters,Kansas
Rex Chapman,Kentucky
Reggie Miller,UCLA
Reggie Jordan,New Mexico State
Ray Allen,Connecticut
Rasho Nesterovic,None
Rasheed Wallace,North Carolina
Rashard Lewis,None
Randy Livingston,Louisiana State
Randy Brown,New Mexico State
Randell Jackson,Florida State
Rafer Alston,Fresno State
Raef LaFrentz,Kansas
Quincy Lewis,Minnesota
Popeye Jones,Murray State
Pete Chilcutt,North Carolina
Pervis Ellison,Louisville
Peja Stojakovic,None
Paul Pierce,Kansas
Robert Traylor,Michigan
Rod Strickland,DePaul
Rodney Buford,Creighton
Rodney Rogers,Wake Forest
Shareef Abdur-Rahim,California
Shaquille O'Neal,Louisiana State
Shandon Anderson,Georgia
Shammond Williams,North Carolina
Sean Rooks,Arizona
Sean Marks,California
Sean Elliott,Arizona
Scottie Pippen,Central Arkansas
Scott Williams,North Carolina
Scott Padgett,Kentucky
Scott Burrell,Connecticut
Scot Pollard,Kansas
Samaki Walker,Louisville
Pat Garrity,Notre Dame
Sam Perkins,North Carolina
Sam Mack,Houston
Sam Jacobson,Minnesota
Sam Cassell,Florida State
Ryan Stack,South Carolina
Ryan Robertson,Kansas
Ryan Bowen,Iowa
Rusty LaRue,Wake Forest
Ruben Patterson,Cincinnati
Roy Rogers,Alabama
Roshown McLeod,Duke
Ron Mercer,Kentucky
Ron Harper,Miami (OH)
Rodrick Rhodes,Southern California
Sam Mitchell,Mercer
Jermaine O'Neal,None
Todd MacCulloch,Washington
Jason Williams,Florida
Derek Fisher,Arkansas-Little Rock
Derek Hood,Arkansas
Derek Strong,Xavier
Derrick Coleman,Syracuse
Derrick Dial,Eastern Michigan
Derrick McKey,Alabama
Detlef Schrempf,Washington
Devean George,Augsburg
Devin Gray,Clemson
Dickey Simpkins,Providence
Dikembe Mutombo,Georgetown
Dion Glover,Georgia Tech
Dirk Nowitzki,None
Don MacLean,UCLA
Don Reid,Georgetown
Donny Marshall,Connecticut
Donyell Marshall,Connecticut
Doug Christie,Pepperdine
Doug Overton,La Salle
Doug West,Villanova
Drew Barry,Georgia Tech
Duane Causwell,Temple
Earl Boykins,Eastern Michigan
Eddie Jones,Temple
Eddie Robinson,Central Oklahoma
Derek Anderson,Kentucky
Dennis Scott,Georgia Tech
Dennis Rodman,Southeastern Oklahoma State
Dell Curry,Virginia Tech
Clifford Robinson,Connecticut
Corey Benjamin,Oregon State
Corey Maggette,Duke
Corie Blount,Cincinnati
Corliss Williamson,Arkansas
Cory Alexander,Virginia
Cuttino Mobley,Rhode Island
Dale Davis,Clemson
Dale Ellis,Tennessee
Damon Jones,Houston
Damon Stoudamire,Arizona
Dan Majerle,Central Michigan
Elden Campbell,Clemson
Dana Barros,Boston College
Danny Fortson,Cincinnati
Danny Manning,Kansas
Darrell Armstrong,Fayetteville State
Darrick Martin,UCLA
Darvin Ham,Texas Tech
David Robinson,Navy
David Wesley,Baylor
David Wingate,Georgetown
DeMarco Johnson,North Carolina-Charlotte
Dean Garrett,Indiana
Dedric Willoughby,Iowa State
Dee Brown,Jacksonville
Danny Ferry,Duke
Clar. Weatherspoon,Southern Mississippi
Eldridge Recasner,Washington
Elton Brand,Duke
Harold Jamison,Clemson
Haywoode Workman,Oral Roberts
Hersey Hawkins,Bradley
Horace Grant,Clemson
Howard Eisley,Boston College
Hubert Davis,North Carolina
Ike Austin,Arizona State
Ira Bowman,Pennsylvania
Isaiah Rider,Nevada-Las Vegas
J.R. Reid,North Carolina
Jacque Vaughn,Kansas
Jahidi White,Georgetown
Jalen Rose,Michigan
Jamal Mashburn,Kentucky
James Posey,Xavier
Jamie Feick,Michigan State
Jaren Jackson,Georgetown
Jason Caffey,Alabama
Jason Kidd,California
Jason Miskiri,George Mason
Jason Terry,Arizona
Jeff Foster,Texas State
Jeff Hornacek,Iowa State
Jeff McInnis,North Carolina
Jelani McCoy,UCLA
Hakeem Olajuwon,Houston
Greg Ostertag,Kansas
Greg Foster,Texas-El Paso
Greg Buckner,Clemson
Emanual Davis,Delaware State
Eric Montross,North Carolina
Eric Murdock,Providence
Eric Piatkowski,Nebraska
Eric Snow,Michigan State
Eric Williams,Providence
Erick Dampier,Mississippi State
Erick Strickland,Nebraska
Ervin Johnson,New Orleans
Etdrick Bohannon,Auburn-Montgomery
Evan Eschmeyer,Northwestern
Felipe Lopez,St. John's (NY)
Elliot Perry,Memphis
Felton Spencer,Louisville
Gary Grant,Michigan
Gary Payton,Oregon State
Gary Trent,Ohio
George Lynch,North Carolina
George McCloud,Florida State
Gerard King,Nicholls State
Gheorghe Muresan,None
Glen Rice,Michigan
Glenn Robinson,Purdue
Grant Hill,Duke
Grant Long,Eastern Michigan
Greg Anthony,Nevada-Las Vegas
Fred Hoiberg,Iowa State
Chucky Brown,North Carolina State
Fred Vinson,Georgia Tech
Chuck Person,Auburn
Anthony Mason,Tennessee State
Anthony Miller,Michigan State
Anthony Parker,Bradley
Anthony Peeler,Missouri
Antoine Carr,Wichita State
Antoine Walker,Kentucky
Antonio Daniels,Bowling Green
Antonio Davis,Texas-El Paso
Antonio Harvey,Pfeiffer
Antonio Lang,Duke
Antonio McDyess,Alabama
Armen Gilliam,Nevada-Las Vegas
Arvydas Sabonis,None
Austin Croshere,Providence
Avery Johnson,Southern
B.J. Armstrong,Iowa
Baron Davis,UCLA
Ben Davis,Arizona
Ben Wallace,Virginia Union
Anthony Johnson,College of Charleston
Benoit Benjamin,Creighton
Anthony Carter,Hawaii
Antawn Jamison,North Carolina
Chucky Atkins,South Florida
A.C. Green,Oregon State
Aaron McKie,Temple
Aaron Williams,Xavier
Adam Keefe,Stanford
Adonal Foyle,Colgate
Adrian Griffin,Seton Hall
Al Harrington,None
Alan Henderson,Indiana
Aleksandar Radojevic,Barton Community College
Allan Houston,Tennessee
Allen Iverson,Georgetown
Alonzo Mourning,Georgetown
Alvin Williams,Villanova
Andrae Patterson,Indiana
Andre Miller,Utah
Andrew DeClercq,Florida
Andrew Lang,Arkansas
Anfernee Hardaway,Memphis
Anthony Avent,Seton Hall
Bill Curley,Boston College
A.J. Bramlett,Arizona
Billy Owens,Syracuse
Cedric Henderson,Memphis
Charles Barkley,Auburn
Charles Oakley,Virginia Union
Charles R. Jones,Long Island-Brooklyn
Charlie Ward,Florida State
Chauncey Billups,Colorado
Cherokee Parks,Duke
Chris Anstey,None
Chris Carr,Southern Illinois
Chris Childs,Boise State
Chris Crawford,Marquette
Chris Dudley,Yale
Chris Gatling,Old Dominion
Chris Herren,Fresno State
Chris Mills,Arizona
Chris Mullin,St. John's (NY)
Chris Webber,Michigan
Chris Whitney,Clemson
Bill Wennington,St. John's (NY)
Cedric Ceballos,Cal State-Fullerton
Carlos Rogers,Tennessee State
Christian Laettner,Duke
Calbert Cheaney,Indiana
Bo Outlaw,Houston
Bimbo Coles,Virginia Tech
Bob Sura,Florida State
Bobby Jackson,Minnesota
Bobby Phills,Southern
Bonzi Wells,Ball State
Brad Miller,Purdue
Calvin Booth,Penn State
Brent Price,Oklahoma
